index,recordDate,recordTime,recordEpoch,district,locationName,nearbyPlace,longitude,latitude,elevation,direction,county,route,routeSuffix,postmilePrefix,postmile,alignment,milepost,inService,imageDescription,streamingVideoURL,currentImageUpdateFrequency,currentImageURL,referenceImageUpdateFrequency,referenceImage1UpdateAgoURL,referenceImage2UpdatesAgoURL,referenceImage3UpdatesAgoURL,referenceImage4UpdatesAgoURL,referenceImage5UpdatesAgoURL,referenceImage6UpdatesAgoURL,referenceImage7UpdatesAgoURL,referenceImage8UpdatesAgoURL,referenceImage9UpdatesAgoURL,referenceImage10UpdatesAgoURL,referenceImage11UpdatesAgoURL,referenceImage12UpdatesAgoURL
86,2018-10-05,13:20:34,1538770834,1,"SR-299 : Berry Summit - Looking South (C035)","Blue Lake",-123.76919,40.89724,2808,West,Humboldt,SR-299,,R,29.14,,28.28,true,,,15,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitlookingsouth/sr299berrysummitlookingsouth.jpg,60,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitlookingsouth/previous/sr299berrysummitlookingsouth-1.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitlookingsouth/previous/sr299berrysummitlookingsouth-2.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitlookingsouth/previous/sr299berrysummitlookingsouth-3.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitlookingsouth/previous/sr299berrysummitlookingsouth-4.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitlookingsouth/previous/sr299berrysummitlookingsouth-5.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitlookingsouth/previous/sr299berrysummitlookingsouth-6.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitlookingsouth/previous/sr299berrysummitlookingsouth-7.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitlookingsouth/previous/sr299berrysummitlookingsouth-8.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitlookingsouth/previous/sr299berrysummitlookingsouth-9.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitlookingsouth/previous/sr299berrysummitlookingsouth-10.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitlookingsouth/previous/sr299berrysummitlookingsouth-11.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitlookingsouth/previous/sr299berrysummitlookingsouth-12.jpg
88,2019-07-03,13:34:16,1562186056,1,"US-101 : Eureka / 14th - Looking North (C039)",Eureka,-124.17718,40.79396,15,North,Humboldt,US-101,,,77.47,,704.28,true,,,5,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka14thlookingnorth/us101eureka14thlookingnorth.jpg,5,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka14thlookingnorth/previous/us101eureka14thlookingnorth-1.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka14thlookingnorth/previous/us101eureka14thlookingnorth-2.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka14thlookingnorth/previous/us101eureka14thlookingnorth-3.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka14thlookingnorth/previous/us101eureka14thlookingnorth-4.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka14thlookingnorth/previous/us101eureka14thlookingnorth-5.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka14thlookingnorth/previous/us101eureka14thlookingnorth-6.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka14thlookingnorth/previous/us101eureka14thlookingnorth-7.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka14thlookingnorth/previous/us101eureka14thlookingnorth-8.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka14thlookingnorth/previous/us101eureka14thlookingnorth-9.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka14thlookingnorth/previous/us101eureka14thlookingnorth-10.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka14thlookingnorth/previous/us101eureka14thlookingnorth-11.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka14thlookingnorth/previous/us101eureka14thlookingnorth-12.jpg
92,2019-11-21,15:38:16,1574379496,1,"SR-299 : Berry Summit Vista Point - Looking East (C040)","Blue Lake",-123.78073,40.90199,2657,North,Humboldt,SR-299,,R,28.33,,27.47,true,,,10,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingeast/sr299berrysummitvistapointlookingeast.jpg,10,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingeast/previous/sr299berrysummitvistapointlookingeast-1.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingeast/previous/sr299berrysummitvistapointlookingeast-2.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingeast/previous/sr299berrysummitvistapointlookingeast-3.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingeast/previous/sr299berrysummitvistapointlookingeast-4.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingeast/previous/sr299berrysummitvistapointlookingeast-5.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingeast/previous/sr299berrysummitvistapointlookingeast-6.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingeast/previous/sr299berrysummitvistapointlookingeast-7.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingeast/previous/sr299berrysummitvistapointlookingeast-8.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingeast/previous/sr299berrysummitvistapointlookingeast-9.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingeast/previous/sr299berrysummitvistapointlookingeast-10.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingeast/previous/sr299berrysummitvistapointlookingeast-11.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingeast/previous/sr299berrysummitvistapointlookingeast-12.jpg
94,2019-11-26,12:04:07,1574798647,1,"SR-299 : Berry Summit Vista Point - Looking West (C040)","Blue Lake",-123.78073,40.90199,2657,North,Humboldt,SR-299,,R,28.33,,27.47,true,,,5,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingwest/sr299berrysummitvistapointlookingwest.jpg,5,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingwest/previous/sr299berrysummitvistapointlookingwest-1.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingwest/previous/sr299berrysummitvistapointlookingwest-2.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingwest/previous/sr299berrysummitvistapointlookingwest-3.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingwest/previous/sr299berrysummitvistapointlookingwest-4.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingwest/previous/sr299berrysummitvistapointlookingwest-5.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingwest/previous/sr299berrysummitvistapointlookingwest-6.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingwest/previous/sr299berrysummitvistapointlookingwest-7.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingwest/previous/sr299berrysummitvistapointlookingwest-8.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingwest/previous/sr299berrysummitvistapointlookingwest-9.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingwest/previous/sr299berrysummitvistapointlookingwest-10.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingwest/previous/sr299berrysummitvistapointlookingwest-11.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingwest/previous/sr299berrysummitvistapointlookingwest-12.jpg
96,2019-08-05,10:27:48,1565026068,1,"SR-20 : West Of SR-53 - Looking East (C010)",Clearlake,-122.63134,39.01276,1581,North,Lake,SR-20,,,30.63,,74.58,true,,,15,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingeast/sr20westofsr53lookingeast.jpg,60,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingeast/previous/sr20westofsr53lookingeast-1.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingeast/previous/sr20westofsr53lookingeast-2.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingeast/previous/sr20westofsr53lookingeast-3.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingeast/previous/sr20westofsr53lookingeast-4.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingeast/previous/sr20westofsr53lookingeast-5.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingeast/previous/sr20westofsr53lookingeast-6.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingeast/previous/sr20westofsr53lookingeast-7.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingeast/previous/sr20westofsr53lookingeast-8.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingeast/previous/sr20westofsr53lookingeast-9.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingeast/previous/sr20westofsr53lookingeast-10.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingeast/previous/sr20westofsr53lookingeast-11.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingeast/previous/sr20westofsr53lookingeast-12.jpg
98,2019-08-05,10:26:59,1565026019,1,"SR-20 : West Of SR-53 - Looking West (C010)",Clearlake,-122.63134,39.01276,1581,North,Lake,SR-20,,,30.63,,74.58,true,,,15,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingwest/sr20westofsr53lookingwest.jpg,60,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingwest/previous/sr20westofsr53lookingwest-1.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingwest/previous/sr20westofsr53lookingwest-2.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingwest/previous/sr20westofsr53lookingwest-3.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingwest/previous/sr20westofsr53lookingwest-4.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingwest/previous/sr20westofsr53lookingwest-5.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingwest/previous/sr20westofsr53lookingwest-6.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingwest/previous/sr20westofsr53lookingwest-7.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingwest/previous/sr20westofsr53lookingwest-8.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingwest/previous/sr20westofsr53lookingwest-9.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingwest/previous/sr20westofsr53lookingwest-10.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingwest/previous/sr20westofsr53lookingwest-11.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingwest/previous/sr20westofsr53lookingwest-12.jpg
100,2018-10-05,13:32:03,1538771523,1,"SR-20 : East Of SR-53 - Looking East (C011)","Clearlake Oaks",-122.60424,39.0125,1745,North,Lake,SR-20,,,32.27,,76.22,true,,,15,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingeast/sr20eastofsr53lookingeast.jpg,60,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingeast/previous/sr20eastofsr53lookingeast-1.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingeast/previous/sr20eastofsr53lookingeast-2.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingeast/previous/sr20eastofsr53lookingeast-3.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingeast/previous/sr20eastofsr53lookingeast-4.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingeast/previous/sr20eastofsr53lookingeast-5.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingeast/previous/sr20eastofsr53lookingeast-6.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingeast/previous/sr20eastofsr53lookingeast-7.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingeast/previous/sr20eastofsr53lookingeast-8.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingeast/previous/sr20eastofsr53lookingeast-9.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingeast/previous/sr20eastofsr53lookingeast-10.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingeast/previous/sr20eastofsr53lookingeast-11.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingeast/previous/sr20eastofsr53lookingeast-12.jpg
102,2018-10-05,13:32:17,1538771537,1,"SR-20 : East Of SR-53 - Looking West (C011)","Clearlake Oaks",-122.60424,39.0125,1745,North,Lake,SR-20,,,32.27,,76.22,true,,,15,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingwest/sr20eastofsr53lookingwest.jpg,60,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingwest/previous/sr20eastofsr53lookingwest-1.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingwest/previous/sr20eastofsr53lookingwest-2.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingwest/previous/sr20eastofsr53lookingwest-3.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingwest/previous/sr20eastofsr53lookingwest-4.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingwest/previous/sr20eastofsr53lookingwest-5.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingwest/previous/sr20eastofsr53lookingwest-6.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingwest/previous/sr20eastofsr53lookingwest-7.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingwest/previous/sr20eastofsr53lookingwest-8.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingwest/previous/sr20eastofsr53lookingwest-9.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingwest/previous/sr20eastofsr53lookingwest-10.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingwest/previous/sr20eastofsr53lookingwest-11.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingwest/previous/sr20eastofsr53lookingwest-12.jpg
104,2018-10-05,13:15:16,1538770516,1,"SR-53 : South Of SR-20 - Looking North (C012)",Clearlake,-122.61264,38.98009,1427,North,Lake,SR-53,,,5.12,,5.12,true,,,15,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr53southofsr20lookingnorth/sr53southofsr20lookingnorth.jpg,60,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr53southofsr20lookingnorth/previous/sr53southofsr20lookingnorth-1.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr53southofsr20lookingnorth/previous/sr53southofsr20lookingnorth-2.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr53southofsr20lookingnorth/previous/sr53southofsr20lookingnorth-3.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr53southofsr20lookingnorth/previous/sr53southofsr20lookingnorth-4.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr53southofsr20lookingnorth/previous/sr53southofsr20lookingnorth-5.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr53southofsr20lookingnorth/previous/sr53southofsr20lookingnorth-6.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr53southofsr20lookingnorth/previous/sr53southofsr20lookingnorth-7.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr53southofsr20lookingnorth/previous/sr53southofsr20lookingnorth-8.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr53southofsr20lookingnorth/previous/sr53southofsr20lookingnorth-9.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr53southofsr20lookingnorth/previous/sr53southofsr20lookingnorth-10.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr53southofsr20lookingnorth/previous/sr53southofsr20lookingnorth-11.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr53southofsr20lookingnorth/previous/sr53southofsr20lookingnorth-12.jpg
106,2018-10-05,13:15:39,1538770539,1,"SR-53 : South Of SR-20 - Looking South (C012)",Clearlake,-122.61264,38.98009,1427,North,Lake,SR-53,,,5.12,,5.12,true,,,15,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr53southofsr20lookingsouth/sr53southofsr20lookingsouth.jpg,60,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr53southofsr20lookingsouth/previous/sr53southofsr20lookingsouth-1.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr53southofsr20lookingsouth/previous/sr53southofsr20lookingsouth-2.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr53southofsr20lookingsouth/previous/sr53southofsr20lookingsouth-3.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr53southofsr20lookingsouth/previous/sr53southofsr20lookingsouth-4.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr53southofsr20lookingsouth/previous/sr53southofsr20lookingsouth-5.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr53southofsr20lookingsouth/previous/sr53southofsr20lookingsouth-6.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr53southofsr20lookingsouth/previous/sr53southofsr20lookingsouth-7.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr53southofsr20lookingsouth/previous/sr53southofsr20lookingsouth-8.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr53southofsr20lookingsouth/previous/sr53southofsr20lookingsouth-9.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr53southofsr20lookingsouth/previous/sr53southofsr20lookingsouth-10.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr53southofsr20lookingsouth/previous/sr53southofsr20lookingsouth-11.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/sr53southofsr20lookingsouth/previous/sr53southofsr20lookingsouth-12.jpg
108,2018-10-05,13:34:38,1538771678,1,"US-101 : Ukiah / State Street - Looking North (C026)",Ukiah,-123.21273,39.17238,649,North,Mendocino,US-101,,R,26.30,,550.28,true,,,15,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingnorth/us101ukiahstatestreetlookingnorth.jpg,60,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingnorth/previous/us101ukiahstatestreetlookingnorth-1.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingnorth/previous/us101ukiahstatestreetlookingnorth-2.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingnorth/previous/us101ukiahstatestreetlookingnorth-3.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingnorth/previous/us101ukiahstatestreetlookingnorth-4.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingnorth/previous/us101ukiahstatestreetlookingnorth-5.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingnorth/previous/us101ukiahstatestreetlookingnorth-6.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingnorth/previous/us101ukiahstatestreetlookingnorth-7.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingnorth/previous/us101ukiahstatestreetlookingnorth-8.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingnorth/previous/us101ukiahstatestreetlookingnorth-9.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingnorth/previous/us101ukiahstatestreetlookingnorth-10.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingnorth/previous/us101ukiahstatestreetlookingnorth-11.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingnorth/previous/us101ukiahstatestreetlookingnorth-12.jpg
110,2019-11-21,15:18:05,1574378285,1,"US-101 : Ukiah / State Street - Looking South (C026)",Ukiah,-123.21273,39.17238,649,North,Mendocino,US-101,,R,26.30,,550.28,true,,,15,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingsouth/us101ukiahstatestreetlookingsouth.jpg,60,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingsouth/previous/us101ukiahstatestreetlookingsouth-1.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingsouth/previous/us101ukiahstatestreetlookingsouth-2.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingsouth/previous/us101ukiahstatestreetlookingsouth-3.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingsouth/previous/us101ukiahstatestreetlookingsouth-4.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingsouth/previous/us101ukiahstatestreetlookingsouth-5.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingsouth/previous/us101ukiahstatestreetlookingsouth-6.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingsouth/previous/us101ukiahstatestreetlookingsouth-7.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingsouth/previous/us101ukiahstatestreetlookingsouth-8.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingsouth/previous/us101ukiahstatestreetlookingsouth-9.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingsouth/previous/us101ukiahstatestreetlookingsouth-10.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingsouth/previous/us101ukiahstatestreetlookingsouth-11.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingsouth/previous/us101ukiahstatestreetlookingsouth-12.jpg
112,2019-11-26,11:41:51,1574797311,1,"US-101 : South Of SR-20 - Looking North (C002)",Ukiah,-123.20715,39.22513,741,North,Mendocino,US-101,,,29.81,,553.97,true,,,15,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr20lookingnorth/us101southofsr20lookingnorth.jpg,15,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr20lookingnorth/previous/us101southofsr20lookingnorth-1.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr20lookingnorth/previous/us101southofsr20lookingnorth-2.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr20lookingnorth/previous/us101southofsr20lookingnorth-3.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr20lookingnorth/previous/us101southofsr20lookingnorth-4.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr20lookingnorth/previous/us101southofsr20lookingnorth-5.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr20lookingnorth/previous/us101southofsr20lookingnorth-6.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr20lookingnorth/previous/us101southofsr20lookingnorth-7.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr20lookingnorth/previous/us101southofsr20lookingnorth-8.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr20lookingnorth/previous/us101southofsr20lookingnorth-9.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr20lookingnorth/previous/us101southofsr20lookingnorth-10.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr20lookingnorth/previous/us101southofsr20lookingnorth-11.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr20lookingnorth/previous/us101southofsr20lookingnorth-12.jpg
